CBSA,City,County,State
19380,"Dayton, OH",Preble County,Ohio
19460,"Decatur, AL",Lawrence County,Alabama
19460,"Decatur, AL",Morgan County,Alabama
19500,"Decatur, IL",Macon County,Illinois
19540,"Decatur, IN",Adams County,Indiana
19580,"Defiance, OH",Defiance County,Ohio
19620,"Del Rio, TX",Val Verde County,Texas
19660,"Deltona-Daytona Beach-Ormond Beach, FL",Volusia County,Florida
19700,"Deming, NM",Luna County,New Mexico
19740,"Denver-Aurora-Broomfield, CO",Adams County,Colorado
19740,"Denver-Aurora-Broomfield, CO",Arapahoe County,Colorado
19740,"Denver-Aurora-Broomfield, CO",Broomfield County,Colorado
19740,"Denver-Aurora-Broomfield, CO",Clear Creek County,Colorado
19740,"Denver-Aurora-Broomfield, CO",Denver County,Colorado
19740,"Denver-Aurora-Broomfield, CO",Douglas County,Colorado
19740,"Denver-Aurora-Broomfield, CO",Elbert County,Colorado
19740,"Denver-Aurora-Broomfield, CO",Gilpin County,Colorado
19740,"Denver-Aurora-Broomfield, CO",Jefferson County,Colorado
19740,"Denver-Aurora-Broomfield, CO",Park County,Colorado
19760,"DeRidder, LA",Beauregard Parish,Louisiana
19780,"Des Moines-West Des Moines, IA",Dallas County,Iowa
19780,"Des Moines-West Des Moines, IA",Guthrie County,Iowa
19780,"Des Moines-West Des Moines, IA",Madison County,Iowa
19780,"Des Moines-West Des Moines, IA",Polk County,Iowa
19780,"Des Moines-West Des Moines, IA",Warren County,Iowa
19820,"Detroit-Warren-Livonia, MI",Lapeer County,Michigan
19820,"Detroit-Warren-Livonia, MI",Livingston County,Michigan
19820,"Detroit-Warren-Livonia, MI",Macomb County,Michigan
19820,"Detroit-Warren-Livonia, MI",Oakland County,Michigan
19820,"Detroit-Warren-Livonia, MI",St. Clair County,Michigan
19820,"Detroit-Warren-Livonia, MI",Wayne County,Michigan
19860,"Dickinson, ND",Billings County,North Dakota
19860,"Dickinson, ND",Stark County,North Dakota
19900,"Dillon, SC",Dillon County,South Carolina
19940,"Dixon, IL",Lee County,Illinois
19980,"Dodge City, KS",Ford County,Kansas
20020,"Dothan, AL",Geneva County,Alabama
20020,"Dothan, AL",Henry County,Alabama
20020,"Dothan, AL",Houston County,Alabama
20060,"Douglas, GA",Atkinson County,Georgia
20060,"Douglas, GA",Coffee County,Georgia
20100,"Dover, DE",Kent County,Delaware
20140,"Dublin, GA",Johnson County,Georgia
20140,"Dublin, GA",Laurens County,Georgia
20180,"DuBois, PA",Clearfield County,Pennsylvania
20220,"Dubuque, IA",Dubuque County,Iowa
20260,"Duluth, MN-WI",Carlton County,Minnesota
20260,"Duluth, MN-WI",St. Louis County,Minnesota
20260,"Duluth, MN-WI",Douglas County,Wisconsin
20300,"Dumas, TX",Moore County,Texas
20340,"Duncan, OK",Stephens County,Oklahoma
20380,"Dunn, NC",Harnett County,North Carolina
20420,"Durango, CO",La Plata County,Colorado
20460,"Durant, OK",Bryan County,Oklahoma
20500,"Durham-Chapel Hill, NC",Chatham County,North Carolina
20500,"Durham-Chapel Hill, NC",Durham County,North Carolina
20500,"Durham-Chapel Hill, NC",Orange County,North Carolina
20500,"Durham-Chapel Hill, NC",Person County,North Carolina
20540,"Dyersburg, TN",Dyer County,Tennessee
20580,"Eagle Pass, TX",Maverick County,Texas
20620,"East Liverpool-Salem, OH",Columbiana County,Ohio
20660,"Easton, MD",Talbot County,Maryland
20700,"East Stroudsburg, PA",Monroe County,Pennsylvania
20740,"Eau Claire, WI",Chippewa County,Wisconsin
20740,"Eau Claire, WI",Eau Claire County,Wisconsin
20780,"Edwards, CO",Eagle County,Colorado
20780,"Edwards, CO",Lake County,Colorado
20820,"Effingham, IL",Effingham County,Illinois
20900,"El Campo, TX",Wharton County,Texas
20940,"El Centro, CA",Imperial County,California
20980,"El Dorado, AR",Union County,Arkansas
21020,"Elizabeth City, NC",Camden County,North Carolina
21020,"Elizabeth City, NC",Pasquotank County,North Carolina
21020,"Elizabeth City, NC",Perquimans County,North Carolina
21060,"Elizabethtown, KY",Hardin County,Kentucky
21060,"Elizabethtown, KY",Larue County,Kentucky
21120,"Elk City, OK",Beckham County,Oklahoma
21140,"Elkhart-Goshen, IN",Elkhart County,Indiana
21220,"Elko, NV",Elko County,Nevada
21220,"Elko, NV",Eureka County,Nevada
21260,"Ellensburg, WA",Kittitas County,Washington
21300,"Elmira, NY",Chemung County,New York
21340,"El Paso, TX",El Paso County,Texas
21380,"Emporia, KS",Chase County,Kansas
21380,"Emporia, KS",Lyon County,Kansas
21420,"Enid, OK",Garfield County,Oklahoma
21460,"Enterprise-Ozark, AL",Coffee County,Alabama
21460,"Enterprise-Ozark, AL",Dale County,Alabama
21500,"Erie, PA",Erie County,Pennsylvania
21540,"Escanaba, MI",Delta County,Michigan
21580,"Espanola, NM",Rio Arriba County,New Mexico
21640,"Eufaula, AL-GA",Barbour County,Alabama
21640,"Eufaula, AL-GA",Quitman County,Georgia
21660,"Eugene-Springfield, OR",Lane County,Oregon
21700,"Eureka-Arcata-Fortuna, CA",Humboldt County,California
21740,"Evanston, WY",Uinta County,Wyoming
21780,"Evansville, IN-KY",Gibson County,Indiana
21780,"Evansville, IN-KY",Posey County,Indiana
21780,"Evansville, IN-KY",Vanderburgh County,Indiana
21780,"Evansville, IN-KY",Warrick County,Indiana
21780,"Evansville, IN-KY",Henderson County,Kentucky
21780,"Evansville, IN-KY",Webster County,Kentucky
21820,"Fairbanks, AK",Fairbanks North Star Borough,Alaska
21860,"Fairmont, MN",Martin County,Minnesota
21900,"Fairmont, WV",Marion County,West Virginia
21940,"Fajardo, PR",Ceiba Municipio,Puerto Rico
21940,"Fajardo, PR",Fajardo Municipio,Puerto Rico
21940,"Fajardo, PR",Luquillo Municipio,Puerto Rico
21980,"Fallon, NV",Churchill County,Nevada
22020,"Fargo, ND-MN",Clay County,Minnesota
22020,"Fargo, ND-MN",Cass County,North Dakota
22060,"Faribault-Northfield, MN",Rice County,Minnesota
22100,"Farmington, MO",St. Francois County,Missouri
22140,"Farmington, NM",San Juan County,New Mexico
22180,"Fayetteville, NC",Cumberland County,North Carolina
22180,"Fayetteville, NC",Hoke County,North Carolina
22220,"Fayetteville-Springdale-Rogers, AR-MO",Benton County,Arkansas
22220,"Fayetteville-Springdale-Rogers, AR-MO",Madison County,Arkansas
22220,"Fayetteville-Springdale-Rogers, AR-MO",Washington County,Arkansas
22220,"Fayetteville-Springdale-Rogers, AR-MO",McDonald County,Missouri
22260,"Fergus Falls, MN",Otter Tail County,Minnesota
22280,"Fernley, NV",Lyon County,Nevada
22300,"Findlay, OH",Hancock County,Ohio
22340,"Fitzgerald, GA",Ben Hill County,Georgia
22340,"Fitzgerald, GA",Irwin County,Georgia
22380,"Flagstaff, AZ",Coconino County,Arizona
22420,"Flint, MI",Genesee County,Michigan
22500,"Florence, SC",Darlington County,South Carolina
22500,"Florence, SC",Florence County,South Carolina
22520,"Florence-Muscle Shoals, AL",Colbert County,Alabama
22520,"Florence-Muscle Shoals, AL",Lauderdale County,Alabama
22540,"Fond du Lac, WI",Fond du Lac County,Wisconsin
22580,"Forest City, NC",Rutherford County,North Carolina
22620,"Forrest City, AR",St. Francis County,Arkansas
22660,"Fort Collins-Loveland, CO",Larimer County,Colorado
22700,"Fort Dodge, IA",Webster County,Iowa
22780,"Fort Leonard Wood, MO",Pulaski County,Missouri
22800,"Fort Madison-Keokuk, IA-MO",Lee County,Iowa
22800,"Fort Madison-Keokuk, IA-MO",Clark County,Missouri
22820,"Fort Morgan, CO",Morgan County,Colorado
22840,"Fort Payne, AL",DeKalb County,Alabama
22860,"Fort Polk South, LA",Vernon Parish,Louisiana
22900,"Fort Smith, AR-OK",Crawford County,Arkansas
22900,"Fort Smith, AR-OK",Franklin County,Arkansas
22900,"Fort Smith, AR-OK",Sebastian County,Arkansas
22900,"Fort Smith, AR-OK",Le Flore County,Oklahoma
22900,"Fort Smith, AR-OK",Sequoyah County,Oklahoma
22980,"Fort Valley, GA",Peach County,Georgia
23060,"Fort Wayne, IN",Allen County,Indiana
23060,"Fort Wayne, IN",Wells County,Indiana
23060,"Fort Wayne, IN",Whitley County,Indiana
23140,"Frankfort, IN",Clinton County,Indiana
23180,"Frankfort, KY",Anderson County,Kentucky
23180,"Frankfort, KY",Franklin County,Kentucky
23240,"Fredericksburg, TX",Gillespie County,Texas
23300,"Freeport, IL",Stephenson County,Illinois
23340,"Fremont, NE",Dodge County,Nebraska
23380,"Fremont, OH",Sandusky County,Ohio
23420,"Fresno, CA",Fresno County,California
23460,"Gadsden, AL",Etowah County,Alabama
23500,"Gaffney, SC",Cherokee County,South Carolina
23540,"Gainesville, FL",Alachua County,Florida
23540,"Gainesville, FL",Gilchrist County,Florida
23580,"Gainesville, GA",Hall County,Georgia
23620,"Gainesville, TX",Cooke County,Texas
23660,"Galesburg, IL",Knox County,Illinois
23660,"Galesburg, IL",Warren County,Illinois
23700,"Gallup, NM",McKinley County,New Mexico
23780,"Garden City, KS",Finney County,Kansas
23820,"Gardnerville Ranchos, NV",Douglas County,Nevada
23860,"Georgetown, SC",Georgetown County,South Carolina
23900,"Gettysburg, PA",Adams County,Pennsylvania
23940,"Gillette, WY",Campbell County,Wyoming
23980,"Glasgow, KY",Barren County,Kentucky
23980,"Glasgow, KY",Metcalfe County,Kentucky
24020,"Glens Falls, NY",Warren County,New York
24020,"Glens Falls, NY",Washington County,New York
24100,"Gloversville, NY",Fulton County,New York
24140,"Goldsboro, NC",Wayne County,North Carolina
24180,"Granbury, TX",Hood County,Texas
24180,"Granbury, TX",Somervell County,Texas
24220,"Grand Forks, ND-MN",Polk County,Minnesota
24220,"Grand Forks, ND-MN",Grand Forks County,North Dakota
24260,"Grand Island, NE",Hall County,Nebraska
24260,"Grand Island, NE",Howard County,Nebraska
24260,"Grand Island, NE",Merrick County,Nebraska
24300,"Grand Junction, CO",Mesa County,Colorado
24340,"Grand Rapids-Wyoming, MI",Barry County,Michigan
24340,"Grand Rapids-Wyoming, MI",Ionia County,Michigan
24340,"Grand Rapids-Wyoming, MI",Kent County,Michigan
24340,"Grand Rapids-Wyoming, MI",Newaygo County,Michigan
24380,"Grants, NM",Cibola County,New Mexico
24420,"Grants Pass, OR",Josephine County,Oregon
24460,"Great Bend, KS",Barton County,Kansas
24500,"Great Falls, MT",Cascade County,Montana
24540,"Greeley, CO",Weld County,Colorado
24580,"Green Bay, WI",Brown County,Wisconsin
24580,"Green Bay, WI",Kewaunee County,Wisconsin
24580,"Green Bay, WI",Oconto County,Wisconsin
24620,"Greeneville, TN",Greene County,Tennessee
24660,"Greensboro-High Point, NC",Guilford County,North Carolina
24660,"Greensboro-High Point, NC",Randolph County,North Carolina
24660,"Greensboro-High Point, NC",Rockingham County,North Carolina
24700,"Greensburg, IN",Decatur County,Indiana
24740,"Greenville, MS",Washington County,Mississippi
24780,"Greenville, NC",Greene County,North Carolina
24780,"Greenville, NC",Pitt County,North Carolina
24820,"Greenville, OH",Darke County,Ohio
24860,"Greenville-Mauldin-Easley, SC",Greenville County,South Carolina
24860,"Greenville-Mauldin-Easley, SC",Laurens County,South Carolina
24860,"Greenville-Mauldin-Easley, SC",Pickens County,South Carolina
24900,"Greenwood, MS",Carroll County,Mississippi
24900,"Greenwood, MS",Leflore County,Mississippi
24940,"Greenwood, SC",Greenwood County,South Carolina
24980,"Grenada, MS",Grenada County,Mississippi
25020,"Guayama, PR",Arroyo Municipio,Puerto Rico
25020,"Guayama, PR",Guayama Municipio,Puerto Rico
25020,"Guayama, PR",Patillas Municipio,Puerto Rico
25060,"Gulfport-Biloxi, MS",Hancock County,Mississippi
25060,"Gulfport-Biloxi, MS",Harrison County,Mississippi
25060,"Gulfport-Biloxi, MS",Stone County,Mississippi
25100,"Guymon, OK",Texas County,Oklahoma
25180,"Hagerstown-Martinsburg, MD-WV",Washington County,Maryland
25180,"Hagerstown-Martinsburg, MD-WV",Berkeley County,West Virginia
25180,"Hagerstown-Martinsburg, MD-WV",Morgan County,West Virginia
25220,"Hammond, LA",Tangipahoa Parish,Louisiana
25260,"Hanford-Corcoran, CA",Kings County,California
25300,"Hannibal, MO",Marion County,Missouri
25300,"Hannibal, MO",Ralls County,Missouri
25340,"Harriman, TN",Roane County,Tennessee
25380,"Harrisburg, IL",Saline County,Illinois
25420,"Harrisburg-Carlisle, PA",Cumberland County,Pennsylvania
25420,"Harrisburg-Carlisle, PA",Dauphin County,Pennsylvania
25420,"Harrisburg-Carlisle, PA",Perry County,Pennsylvania
25460,"Harrison, AR",Boone County,Arkansas
25460,"Harrison, AR",Newton County,Arkansas
25500,"Harrisonburg, VA",Rockingham County,Virginia
25500,"Harrisonburg, VA",Harrisonburg city,Virginia
25540,"Hartford-West Hartford-East Hartford, CT",Hartford County,Connecticut
25540,"Hartford-West Hartford-East Hartford, CT",Middlesex County,Connecticut
25540,"Hartford-West Hartford-East Hartford, CT",Tolland County,Connecticut
25580,"Hastings, NE",Adams County,Nebraska
25580,"Hastings, NE",Clay County,Nebraska
25620,"Hattiesburg, MS",Forrest County,Mississippi
25620,"Hattiesburg, MS",Lamar County,Mississippi
25620,"Hattiesburg, MS",Perry County,Mississippi
25660,"Havre, MT",Hill County,Montana
25700,"Hays, KS",Ellis County,Kansas
25720,"Heber, UT",Wasatch County,Utah
25740,"Helena, MT",Jefferson County,Montana
25740,"Helena, MT",Lewis and Clark County,Montana
25760,"Helena-West Helena, AR",Phillips County,Arkansas
25780,"Henderson, NC",Vance County,North Carolina
25820,"Hereford, TX",Deaf Smith County,Texas
25860,"Hickory-Lenoir-Morganton, NC",Alexander County,North Carolina
25860,"Hickory-Lenoir-Morganton, NC",Burke County,North Carolina
25860,"Hickory-Lenoir-Morganton, NC",Caldwell County,North Carolina
25860,"Hickory-Lenoir-Morganton, NC",Catawba County,North Carolina
25900,"Hilo, HI",Hawaii County,Hawaii
25940,"Hilton Head Island-Beaufort, SC",Beaufort County,South Carolina
25940,"Hilton Head Island-Beaufort, SC",Jasper County,South Carolina
25980,"Hinesville-Fort Stewart, GA",Liberty County,Georgia
25980,"Hinesville-Fort Stewart, GA",Long County,Georgia
26020,"Hobbs, NM",Lea County,New Mexico
26100,"Holland-Grand Haven, MI",Ottawa County,Michigan
26140,"Homosassa Springs, FL",Citrus County,Florida
26180,"Honolulu, HI",Honolulu County,Hawaii
26220,"Hood River, OR",Hood River County,Oregon
26260,"Hope, AR",Hempstead County,Arkansas
26260,"Hope, AR",Nevada County,Arkansas
26300,"Hot Springs, AR",Garland County,Arkansas
26340,"Houghton, MI",Houghton County,Michigan
26340,"Houghton, MI",Keweenaw County,Michigan
26380,"Houma-Bayou Cane-Thibodaux, LA",Lafourche Parish,Louisiana
26380,"Houma-Bayou Cane-Thibodaux, LA",Terrebonne Parish,Louisiana
26420,"Houston-Sugar Land-Baytown, TX",Austin County,Texas
26420,"Houston-Sugar Land-Baytown, TX",Brazoria County,Texas
26420,"Houston-Sugar Land-Baytown, TX",Chambers County,Texas
26420,"Houston-Sugar Land-Baytown, TX",Fort Bend County,Texas
26420,"Houston-Sugar Land-Baytown, TX",Galveston County,Texas
26420,"Houston-Sugar Land-Baytown, TX",Harris County,Texas
26420,"Houston-Sugar Land-Baytown, TX",Liberty County,Texas
26420,"Houston-Sugar Land-Baytown, TX",Montgomery County,Texas
26420,"Houston-Sugar Land-Baytown, TX",San Jacinto County,Texas
26420,"Houston-Sugar Land-Baytown, TX",Waller County,Texas
26460,"Hudson, NY",Columbia County,New York
26480,"Humboldt, TN",Gibson County,Tennessee
26500,"Huntingdon, PA",Huntingdon County,Pennsylvania
26540,"Huntington, IN",Huntington County,Indiana
26580,"Huntington-Ashland, WV-KY-OH",Boyd County,Kentucky
26580,"Huntington-Ashland, WV-KY-OH",Greenup County,Kentucky
26580,"Huntington-Ashland, WV-KY-OH",Lawrence County,Ohio
26580,"Huntington-Ashland, WV-KY-OH",Cabell County,West Virginia
26580,"Huntington-Ashland, WV-KY-OH",Wayne County,West Virginia
26620,"Huntsville, AL",Limestone County,Alabama
26620,"Huntsville, AL",Madison County,Alabama
26660,"Huntsville, TX",Walker County,Texas
26700,"Huron, SD",Beadle County,South Dakota
26740,"Hutchinson, KS",Reno County,Kansas
26780,"Hutchinson, MN",McLeod County,Minnesota
26820,"Idaho Falls, ID",Bonneville County,Idaho
26820,"Idaho Falls, ID",Jefferson County,Idaho
26860,"Indiana, PA",Indiana County,Pennsylvania
26900,"Indianapolis-Carmel, IN",Boone County,Indiana
26900,"Indianapolis-Carmel, IN",Brown County,Indiana
26900,"Indianapolis-Carmel, IN",Hamilton County,Indiana
26900,"Indianapolis-Carmel, IN",Hancock County,Indiana
26900,"Indianapolis-Carmel, IN",Hendricks County,Indiana
26900,"Indianapolis-Carmel, IN",Johnson County,Indiana
26900,"Indianapolis-Carmel, IN",Marion County,Indiana
26900,"Indianapolis-Carmel, IN",Morgan County,Indiana
26900,"Indianapolis-Carmel, IN",Putnam County,Indiana
26900,"Indianapolis-Carmel, IN",Shelby County,Indiana
26940,"Indianola, MS",Sunflower County,Mississippi
26980,"Iowa City, IA",Johnson County,Iowa
26980,"Iowa City, IA",Washington County,Iowa
27020,"Iron Mountain, MI-WI",Dickinson County,Michigan
27020,"Iron Mountain, MI-WI",Florence County,Wisconsin
27060,"Ithaca, NY",Tompkins County,New York
27100,"Jackson, MI",Jackson County,Michigan
27140,"Jackson, MS",Copiah County,Mississippi
27140,"Jackson, MS",Hinds County,Mississippi
27140,"Jackson, MS",Madison County,Mississippi
27140,"Jackson, MS",Rankin County,Mississippi
27140,"Jackson, MS",Simpson County,Mississippi
27180,"Jackson, TN",Chester County,Tennessee
27180,"Jackson, TN",Madison County,Tennessee
27220,"Jackson, WY-ID",Teton County,Idaho
27220,"Jackson, WY-ID",Teton County,Wyoming
27260,"Jacksonville, FL",Baker County,Florida
27260,"Jacksonville, FL",Clay County,Florida
27260,"Jacksonville, FL",Duval County,Florida
27260,"Jacksonville, FL",Nassau County,Florida
27260,"Jacksonville, FL",St. Johns County,Florida
27300,"Jacksonville, IL",Morgan County,Illinois
27300,"Jacksonville, IL",Scott County,Illinois
27340,"Jacksonville, NC",Onslow County,North Carolina
27380,"Jacksonville, TX",Cherokee County,Texas
27420,"Jamestown, ND",Stutsman County,North Dakota
27460,"Jamestown-Dunkirk-Fredonia, NY",Chautauqua County,New York
27500,"Janesville, WI",Rock County,Wisconsin
27540,"Jasper, IN",Dubois County,Indiana
27540,"Jasper, IN",Pike County,Indiana
27580,"Jayuya, PR",Jayuya Municipio,Puerto Rico
27620,"Jefferson City, MO",Callaway County,Missouri
27620,"Jefferson City, MO",Cole County,Missouri
27620,"Jefferson City, MO",Moniteau County,Missouri
27620,"Jefferson City, MO",Osage County,Missouri
27660,"Jennings, LA",Jefferson Davis Parish,Louisiana
27700,"Jesup, GA",Wayne County,Georgia
27740,"Johnson City, TN",Carter County,Tennessee
27740,"Johnson City, TN",Unicoi County,Tennessee
27740,"Johnson City, TN",Washington County,Tennessee
27780,"Johnstown, PA",Cambria County,Pennsylvania
27860,"Jonesboro, AR",Craighead County,Arkansas
27860,"Jonesboro, AR",Poinsett County,Arkansas
27900,"Joplin, MO",Jasper County,Missouri
27900,"Joplin, MO",Newton County,Missouri
27940,"Juneau, AK",Juneau City and Borough,Alaska
27980,"Kahului-Wailuku, HI",Maui County,Hawaii
28020,"Kalamazoo-Portage, MI",Kalamazoo County,Michigan
28020,"Kalamazoo-Portage, MI",Van Buren County,Michigan
28060,"Kalispell, MT",Flathead County,Montana
28100,"Kankakee-Bradley, IL",Kankakee County,Illinois
28140,"Kansas City, MO-KS",Franklin County,Kansas
28140,"Kansas City, MO-KS",Johnson County,Kansas
28140,"Kansas City, MO-KS",Leavenworth County,Kansas
28140,"Kansas City, MO-KS",Linn County,Kansas
28140,"Kansas City, MO-KS",Miami County,Kansas
28140,"Kansas City, MO-KS",Wyandotte County,Kansas
28140,"Kansas City, MO-KS",Bates County,Missouri
28140,"Kansas City, MO-KS",Caldwell County,Missouri
28140,"Kansas City, MO-KS",Cass County,Missouri
28140,"Kansas City, MO-KS",Clay County,Missouri
28140,"Kansas City, MO-KS",Clinton County,Missouri
28140,"Kansas City, MO-KS",Jackson County,Missouri
28140,"Kansas City, MO-KS",Lafayette County,Missouri
28140,"Kansas City, MO-KS",Platte County,Missouri
28140,"Kansas City, MO-KS",Ray County,Missouri
28180,"Kapaa, HI",Kauai County,Hawaii
28260,"Kearney, NE",Buffalo County,Nebraska
28260,"Kearney, NE",Kearney County,Nebraska
28300,"Keene, NH",Cheshire County,New Hampshire
28340,"Kendallville, IN",Noble County,Indiana
28380,"Kennett, MO",Dunklin County,Missouri
28420,"Kennewick-Pasco-Richland, WA",Benton County,Washington
28420,"Kennewick-Pasco-Richland, WA",Franklin County,Washington
28500,"Kerrville, TX",Kerr County,Texas
28540,"Ketchikan, AK",Ketchikan Gateway Borough,Alaska
28580,"Key West, FL",Monroe County,Florida
28620,"Kill Devil Hills, NC",Dare County,North Carolina
28660,"Killeen-Temple-Fort Hood, TX",Bell County,Texas
28660,"Killeen-Temple-Fort Hood, TX",Coryell County,Texas
28660,"Killeen-Temple-Fort Hood, TX",Lampasas County,Texas
28700,"Kingsport-Bristol-Bristol, TN-VA",Hawkins County,Tennessee
28700,"Kingsport-Bristol-Bristol, TN-VA",Sullivan County,Tennessee
28700,"Kingsport-Bristol-Bristol, TN-VA",Scott County,Virginia
28700,"Kingsport-Bristol-Bristol, TN-VA",Washington County,Virginia
28700,"Kingsport-Bristol-Bristol, TN-VA",Bristol city,Virginia
28740,"Kingston, NY",Ulster County,New York
28780,"Kingsville, TX",Kenedy County,Texas
28780,"Kingsville, TX",Kleberg County,Texas
28820,"Kinston, NC",Lenoir County,North Carolina
28860,"Kirksville, MO",Adair County,Missouri
28860,"Kirksville, MO",Schuyler County,Missouri
28900,"Klamath Falls, OR",Klamath County,Oregon
28940,"Knoxville, TN",Anderson County,Tennessee
28940,"Knoxville, TN",Blount County,Tennessee
28940,"Knoxville, TN",Knox County,Tennessee
28940,"Knoxville, TN",Loudon County,Tennessee
28940,"Knoxville, TN",Union County,Tennessee
28980,"Kodiak, AK",Kodiak Island Borough,Alaska
29020,"Kokomo, IN",Howard County,Indiana
29020,"Kokomo, IN",Tipton County,Indiana
29060,"Laconia, NH",Belknap County,New Hampshire
29100,"La Crosse, WI-MN",Houston County,Minnesota
29100,"La Crosse, WI-MN",La Crosse County,Wisconsin
29140,"Lafayette, IN",Benton County,Indiana
29140,"Lafayette, IN",Carroll County,Indiana
29140,"Lafayette, IN",Tippecanoe County,Indiana
29180,"Lafayette, LA",Lafayette Parish,Louisiana
29180,"Lafayette, LA",St. Martin Parish,Louisiana
29220,"La Follette, TN",Campbell County,Tennessee
29260,"La Grande, OR",Union County,Oregon
29300,"LaGrange, GA",Troup County,Georgia
29340,"Lake Charles, LA",Calcasieu Parish,Louisiana
29340,"Lake Charles, LA",Cameron Parish,Louisiana
29380,"Lake City, FL",Columbia County,Florida
29420,"Lake Havasu City-Kingman, AZ",Mohave County,Arizona
29460,"Lakeland-Winter Haven, FL",Polk County,Florida
29500,"Lamesa, TX",Dawson County,Texas
29540,"Lancaster, PA",Lancaster County,Pennsylvania
29580,"Lancaster, SC",Lancaster County,South Carolina
29620,"Lansing-East Lansing, MI",Clinton County,Michigan
29620,"Lansing-East Lansing, MI",Eaton County,Michigan
29620,"Lansing-East Lansing, MI",Ingham County,Michigan
29660,"Laramie, WY",Albany County,Wyoming
29700,"Laredo, TX",Webb County,Texas
29740,"Las Cruces, NM",Dona Ana County,New Mexico
29780,"Las Vegas, NM",San Miguel County,New Mexico
29820,"Las Vegas-Paradise, NV",Clark County,Nevada
29860,"Laurel, MS",Jasper County,Mississippi
29860,"Laurel, MS",Jones County,Mississippi
29900,"Laurinburg, NC",Scotland County,North Carolina
29940,"Lawrence, KS",Douglas County,Kansas
29980,"Lawrenceburg, TN",Lawrence County,Tennessee
30020,"Lawton, OK",Comanche County,Oklahoma
30060,"Lebanon, MO",Laclede County,Missouri
30100,"Lebanon, NH-VT",Grafton County,New Hampshire
30100,"Lebanon, NH-VT",Orange County,Vermont
30100,"Lebanon, NH-VT",Windsor County,Vermont
30140,"Lebanon, PA",Lebanon County,Pennsylvania
30220,"Levelland, TX",Hockley County,Texas
30260,"Lewisburg, PA",Union County,Pennsylvania
30280,"Lewisburg, TN",Marshall County,Tennessee
30300,"Lewiston, ID-WA",Nez Perce County,Idaho
30300,"Lewiston, ID-WA",Asotin County,Washington
30340,"Lewiston-Auburn, ME",Androscoggin County,Maine
30380,"Lewistown, PA",Mifflin County,Pennsylvania
30420,"Lexington, NE",Dawson County,Nebraska
30420,"Lexington, NE",Gosper County,Nebraska
30460,"Lexington-Fayette, KY",Bourbon County,Kentucky
30460,"Lexington-Fayette, KY",Clark County,Kentucky
30460,"Lexington-Fayette, KY",Fayette County,Kentucky
30460,"Lexington-Fayette, KY",Jessamine County,Kentucky
30460,"Lexington-Fayette, KY",Scott County,Kentucky
30460,"Lexington-Fayette, KY",Woodford County,Kentucky
30500,"Lexington Park, MD",St. Mary's County,Maryland
30580,"Liberal, KS",Seward County,Kansas
30620,"Lima, OH",Allen County,Ohio
30660,"Lincoln, IL",Logan County,Illinois
30700,"Lincoln, NE",Lancaster County,Nebraska
30700,"Lincoln, NE",Seward County,Nebraska
30740,"Lincolnton, NC",Lincoln County,North Carolina
30780,"Little Rock-North Little Rock-Conway, AR",Faulkner County,Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Grant County,Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Lonoke County,Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Perry County,Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Pulaski County,Arkansas
30780,"Little Rock-North Little Rock-Conway, AR",Saline County,Arkansas
30820,"Lock Haven, PA",Clinton County,Pennsylvania
30860,"Logan, UT-ID",Franklin County,Idaho
30860,"Logan, UT-ID",Cache County,Utah
30900,"Logansport, IN",Cass County,Indiana
30940,"London, KY",Laurel County,Kentucky
30980,"Longview, TX",Gregg County,Texas
30980,"Longview, TX",Rusk County,Texas
30980,"Longview, TX",Upshur County,Texas
