,County,State,CBSA Code,CBSA Title
933,Randolph County,North Carolina,24660,"Greensboro-High Point, NC"
934,Rankin County,Mississippi,27140,"Jackson, MS"
935,Rapides Parish,Louisiana,10780,"Alexandria, LA"
936,Rappahannock County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
937,Ray County,Missouri,28140,"Kansas City, MO-KS"
938,Rensselaer County,New York,10580,"Albany-Schenectady-Troy, NY"
939,Richland County,South Carolina,17900,"Columbia, SC"
940,Richland County,Ohio,31900,"Mansfield, OH"
941,Richmond city,Virginia,40060,"Richmond, VA"
942,Richmond County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA"
943,Richmond County,Georgia,12260,"Augusta-Richmond County, GA-SC"
944,Riley County,Kansas,31740,"Manhattan, KS"
945,Rincón Municipio,Puerto Rico,10380,"Aguadilla-Isabela, PR"
946,Río Grande Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
947,Riverside County,California,40140,"Riverside-San Bernardino-Ontario, CA"
948,Roane County,Tennessee,28940,"Knoxville, TN"
949,Roanoke city,Virginia,40220,"Roanoke, VA"
950,Roanoke County,Virginia,40220,"Roanoke, VA"
951,Robertson County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
952,Robertson County,Texas,17780,"College Station-Bryan, TX"
953,Rock County,Wisconsin,27500,"Janesville-Beloit, WI"
954,Rock Island County,Illinois,19340,"Davenport-Moline-Rock Island, IA-IL"
955,Rockdale County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA"
956,Rockingham County,New Hampshire,14460,"Boston-Cambridge-Newton, MA-NH"
957,Rockingham County,North Carolina,24660,"Greensboro-High Point, NC"
958,Rockingham County,Virginia,25500,"Harrisonburg, VA"
959,Rockland County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA"
960,Rockwall County,Texas,19100,"Dallas-Fort Worth-Arlington, TX"
961,Rogers County,Oklahoma,46140,"Tulsa, OK"
962,Rowan County,North Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC"
963,Rusk County,Texas,30980,"Longview, TX"
964,Russell County,Alabama,17980,"Columbus, GA-AL"
965,Rutherford County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
966,Sabana Grande Municipio,Puerto Rico,41900,"San Germán, PR"
967,Sacramento County,California,40900,"Sacramento--Roseville--Arden-Arcade, CA"
968,Sagadahoc County,Maine,38860,"Portland-South Portland, ME"
969,Saginaw County,Michigan,40980,"Saginaw, MI"
970,Salem city,Virginia,40220,"Roanoke, VA"
971,Salem County,New Jersey,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
972,Saline County,Arkansas,30780,"Little Rock-North Little Rock-Conway, AR"
973,Salt Lake County,Utah,41620,"Salt Lake City, UT"
974,Saluda County,South Carolina,17900,"Columbia, SC"
975,San Benito County,California,41940,"San Jose-Sunnyvale-Santa Clara, CA"
976,San Bernardino County,California,40140,"Riverside-San Bernardino-Ontario, CA"
977,San Diego County,California,41740,"San Diego-Carlsbad, CA"
978,San Francisco County,California,41860,"San Francisco-Oakland-Hayward, CA"
979,San Germán Municipio,Puerto Rico,41900,"San Germán, PR"
980,San Joaquin County,California,44700,"Stockton-Lodi, CA"
981,San Juan County,New Mexico,22140,"Farmington, NM"
982,San Juan Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
983,San Lorenzo Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
984,San Luis Obispo County,California,42020,"San Luis Obispo-Paso Robles-Arroyo Grande, CA"
985,San Mateo County,California,41860,"San Francisco-Oakland-Hayward, CA"
986,San Patricio County,Texas,18580,"Corpus Christi, TX"
987,San Sebastián Municipio,Puerto Rico,10380,"Aguadilla-Isabela, PR"
988,Sandoval County,New Mexico,10740,"Albuquerque, NM"
989,Sangamon County,Illinois,44100,"Springfield, IL"
990,Santa Barbara County,California,42200,"Santa Maria-Santa Barbara, CA"
991,Santa Clara County,California,41940,"San Jose-Sunnyvale-Santa Clara, CA"
992,Santa Cruz County,California,42100,"Santa Cruz-Watsonville, CA"
993,Santa Fe County,New Mexico,42140,"Santa Fe, NM"
994,Santa Rosa County,Florida,37860,"Pensacola-Ferry Pass-Brent, FL"
995,Sarasota County,Florida,35840,"North Port-Sarasota-Bradenton, FL"
996,Saratoga County,New York,10580,"Albany-Schenectady-Troy, NY"
997,Sarpy County,Nebraska,36540,"Omaha-Council Bluffs, NE-IA"
998,Saunders County,Nebraska,36540,"Omaha-Council Bluffs, NE-IA"
999,Schenectady County,New York,10580,"Albany-Schenectady-Troy, NY"
1000,Schoharie County,New York,10580,"Albany-Schenectady-Troy, NY"
1001,Scott County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
1002,Scott County,Indiana,31140,"Louisville/Jefferson County, KY-IN"
1003,Scott County,Iowa,19340,"Davenport-Moline-Rock Island, IA-IL"
1004,Scott County,Virginia,28700,"Kingsport-Bristol-Bristol, TN-VA"
1005,Scott County,Kentucky,30460,"Lexington-Fayette, KY"
1006,Sebastian County,Arkansas,22900,"Fort Smith, AR-OK"
1007,Sedgwick County,Kansas,48620,"Wichita, KS"
1008,Seminole County,Florida,36740,"Orlando-Kissimmee-Sanford, FL"
1009,Sequatchie County,Tennessee,16860,"Chattanooga, TN-GA"
1010,Sequoyah County,Oklahoma,22900,"Fort Smith, AR-OK"
1011,Seward County,Nebraska,30700,"Lincoln, NE"
1012,Shasta County,California,39820,"Redding, CA"
1013,Shawnee County,Kansas,45820,"Topeka, KS"
1014,Sheboygan County,Wisconsin,43100,"Sheboygan, WI"
1015,Shelby County,Alabama,13820,"Birmingham-Hoover, AL"
1016,Shelby County,Indiana,26900,"Indianapolis-Carmel-Anderson, IN"
1017,Shelby County,Tennessee,32820,"Memphis, TN-MS-AR"
1018,Shelby County,Kentucky,31140,"Louisville/Jefferson County, KY-IN"
1019,Sherburne County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
1020,Sibley County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
1021,Simpson County,Mississippi,27140,"Jackson, MS"
1022,Sioux County,North Dakota,13900,"Bismarck, ND"
1023,Skagit County,Washington,34580,"Mount Vernon-Anacortes, WA"
1024,Skamania County,Washington,38900,"Portland-Vancouver-Hillsboro, OR-WA"
1025,Smith County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1026,Smith County,Texas,46340,"Tyler, TX"
1027,Snohomish County,Washington,42660,"Seattle-Tacoma-Bellevue, WA"
1028,Solano County,California,46700,"Vallejo-Fairfield, CA"
1029,Somerset County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA"
1030,Somerset County,Maryland,41540,"Salisbury, MD-DE"
1031,Somervell County,Texas,19100,"Dallas-Fort Worth-Arlington, TX"
1032,Sonoma County,California,42220,"Santa Rosa, CA"
1033,Spalding County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA"
1034,Spartanburg County,South Carolina,43900,"Spartanburg, SC"
1035,Spencer County,Kentucky,31140,"Louisville/Jefferson County, KY-IN"
1036,Spokane County,Washington,44060,"Spokane-Spokane Valley, WA"
1037,Spotsylvania County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1038,St. Bernard Parish,Louisiana,35380,"New Orleans-Metairie, LA"
1039,St. Charles County,Missouri,41180,"St. Louis, MO-IL"
1040,St. Charles Parish,Louisiana,35380,"New Orleans-Metairie, LA"
1041,St. Clair County,Alabama,13820,"Birmingham-Hoover, AL"
1042,St. Clair County,Michigan,19820,"Detroit-Warren-Dearborn, MI"
1043,St. Clair County,Illinois,41180,"St. Louis, MO-IL"
1044,St. Croix County,Wisconsin,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
1045,St. Helena Parish,Louisiana,12940,"Baton Rouge, LA"
1046,St. James Parish,Louisiana,35380,"New Orleans-Metairie, LA"
1047,St. John the Baptist Parish,Louisiana,35380,"New Orleans-Metairie, LA"
1048,St. Johns County,Florida,27260,"Jacksonville, FL"
1049,St. Joseph County,Indiana,43780,"South Bend-Mishawaka, IN-MI"
1050,St. Louis city,Missouri,41180,"St. Louis, MO-IL"
1051,St. Louis County,Minnesota,20260,"Duluth, MN-WI"
1052,St. Louis County,Missouri,41180,"St. Louis, MO-IL"
1053,St. Lucie County,Florida,38940,"Port St. Lucie, FL"
1054,St. Martin Parish,Louisiana,29180,"Lafayette, LA"
1055,St. Mary's County,Maryland,15680,"California-Lexington Park, MD"
1056,St. Tammany Parish,Louisiana,35380,"New Orleans-Metairie, LA"
1057,Stafford County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1058,Stanislaus County,California,33700,"Modesto, CA"
1059,Stark County,Ohio,15940,"Canton-Massillon, OH"
1060,Stark County,Illinois,37900,"Peoria, IL"
1061,Staunton city,Virginia,44420,"Staunton-Waynesboro, VA"
1062,Stearns County,Minnesota,41060,"St. Cloud, MN"
1063,Stevens County,Washington,44060,"Spokane-Spokane Valley, WA"
1064,Stokes County,North Carolina,49180,"Winston-Salem, NC"
1065,Storey County,Nevada,39900,"Reno, NV"
1066,Story County,Iowa,11180,"Ames, IA"
1067,Strafford County,New Hampshire,14460,"Boston-Cambridge-Newton, MA-NH"
1068,Suffolk city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
1069,Suffolk County,Massachusetts,14460,"Boston-Cambridge-Newton, MA-NH"
1070,Suffolk County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA"
1071,Sullivan County,Indiana,45460,"Terre Haute, IN"
1072,Sullivan County,Tennessee,28700,"Kingsport-Bristol-Bristol, TN-VA"
1073,Summit County,Ohio,10420,"Akron, OH"
1074,Sumner County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1075,Sumner County,Kansas,48620,"Wichita, KS"
1076,Sumter County,South Carolina,44940,"Sumter, SC"
1077,Sumter County,Florida,45540,"The Villages, FL"
1078,Sussex County,Delaware,41540,"Salisbury, MD-DE"
1079,Sussex County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA"
1080,Sussex County,Virginia,40060,"Richmond, VA"
1081,Sutter County,California,49700,"Yuba City, CA"
1082,Tangipahoa Parish,Louisiana,25220,"Hammond, LA"
1083,Tarrant County,Texas,19100,"Dallas-Fort Worth-Arlington, TX"
1084,Tate County,Mississippi,32820,"Memphis, TN-MS-AR"
1085,Taylor County,Texas,10180,"Abilene, TX"
1086,Tazewell County,Illinois,37900,"Peoria, IL"
1087,Teller County,Colorado,17820,"Colorado Springs, CO"
1088,Terrebonne Parish,Louisiana,26380,"Houma-Thibodaux, LA"
1089,Terrell County,Georgia,10500,"Albany, GA"
1090,Thurston County,Washington,36500,"Olympia-Tumwater, WA"
1091,Tioga County,New York,13780,"Binghamton, NY"
1092,Tippecanoe County,Indiana,29200,"Lafayette-West Lafayette, IN"
1093,Tipton County,Tennessee,32820,"Memphis, TN-MS-AR"
1094,Toa Alta Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
1095,Toa Baja Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
1096,Tolland County,Connecticut,25540,"Hartford-West Hartford-East Hartford, CT"
1097,Tom Green County,Texas,41660,"San Angelo, TX"
1098,Tompkins County,New York,27060,"Ithaca, NY"
1099,Tooele County,Utah,41620,"Salt Lake City, UT"
1100,Torrance County,New Mexico,10740,"Albuquerque, NM"
1101,Travis County,Texas,12420,"Austin-Round Rock, TX"
1102,Trigg County,Kentucky,17300,"Clarksville, TN-KY"
1103,Trimble County,Kentucky,31140,"Louisville/Jefferson County, KY-IN"
1104,Trousdale County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1105,Trujillo Alto Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
1106,Trumbull County,Ohio,49660,"Youngstown-Warren-Boardman, OH-PA"
1107,Tulare County,California,47300,"Visalia-Porterville, CA"
1108,Tulsa County,Oklahoma,46140,"Tulsa, OK"
1109,Tunica County,Mississippi,32820,"Memphis, TN-MS-AR"
1110,Turner County,South Dakota,43620,"Sioux Falls, SD"
1111,Tuscaloosa County,Alabama,46220,"Tuscaloosa, AL"
1112,Twiggs County,Georgia,31420,"Macon-Bibb County, GA"
1113,Ulster County,New York,28740,"Kingston, NY"
1114,Unicoi County,Tennessee,27740,"Johnson City, TN"
1115,Union County,New Jersey,35620,"New York-Newark-Jersey City, NY-NJ-PA"
1116,Union County,South Carolina,43900,"Spartanburg, SC"
1117,Union County,South Dakota,43580,"Sioux City, IA-NE-SD"
1118,Union County,Ohio,18140,"Columbus, OH"
1119,Union County,Indiana,17140,"Cincinnati, OH-KY-IN"
1120,Union County,Tennessee,28940,"Knoxville, TN"
1121,Union County,North Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC"
1122,Union Parish,Louisiana,33740,"Monroe, LA"
1123,Upshur County,Texas,30980,"Longview, TX"
1124,Utah County,Utah,39340,"Provo-Orem, UT"
1125,Utuado Municipio,Puerto Rico,10380,"Aguadilla-Isabela, PR"
1126,Valencia County,New Mexico,10740,"Albuquerque, NM"
1127,Van Buren County,Michigan,28020,"Kalamazoo-Portage, MI"
1128,Vanderburgh County,Indiana,21780,"Evansville, IN-KY"
1129,Vega Alta Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
1130,Vega Baja Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
1131,Ventura County,California,37100,"Oxnard-Thousand Oaks-Ventura, CA"
1132,Vermilion County,Illinois,19180,"Danville, IL"
1133,Vermilion Parish,Louisiana,29180,"Lafayette, LA"
1134,Vermillion County,Indiana,45460,"Terre Haute, IN"
1135,Victoria County,Texas,47020,"Victoria, TX"
1136,Vigo County,Indiana,45460,"Terre Haute, IN"
1137,Villalba Municipio,Puerto Rico,38660,"Ponce, PR"
1138,Virginia Beach city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
1139,Volusia County,Florida,19660,"Deltona-Daytona Beach-Ormond Beach, FL"
1140,Wabasha County,Minnesota,40340,"Rochester, MN"
1141,Wabaunsee County,Kansas,45820,"Topeka, KS"
1142,Wagoner County,Oklahoma,46140,"Tulsa, OK"
1143,Wake County,North Carolina,39580,"Raleigh, NC"
1144,Wakulla County,Florida,45220,"Tallahassee, FL"
1145,Walker County,Alabama,13820,"Birmingham-Hoover, AL"
1146,Walker County,Georgia,16860,"Chattanooga, TN-GA"
1147,Walla Walla County,Washington,47460,"Walla Walla, WA"
1148,Waller County,Texas,26420,"Houston-The Woodlands-Sugar Land, TX"
1149,Walton County,Florida,18880,"Crestview-Fort Walton Beach-Destin, FL"
1150,Walton County,Georgia,12060,"Atlanta-Sandy Springs-Roswell, GA"
1151,Warren County,New Jersey,10900,"Allentown-Bethlehem-Easton, PA-NJ"
1152,Warren County,New York,24020,"Glens Falls, NY"
1153,Warren County,Ohio,17140,"Cincinnati, OH-KY-IN"
1154,Warren County,Iowa,19780,"Des Moines-West Des Moines, IA"
1155,Warren County,Virginia,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
1156,Warren County,Missouri,41180,"St. Louis, MO-IL"
1157,Warren County,Kentucky,14540,"Bowling Green, KY"
1158,Warrick County,Indiana,21780,"Evansville, IN-KY"
1159,Washington County,Rhode Island,39300,"Providence-Warwick, RI-MA"
1160,Washington County,Maryland,25180,"Hagerstown-Martinsburg, MD-WV"
1161,Washington County,Utah,41100,"St. George, UT"
1162,Washington County,Oregon,38900,"Portland-Vancouver-Hillsboro, OR-WA"
1163,Washington County,New York,24020,"Glens Falls, NY"
1164,Washington County,Pennsylvania,38300,"Pittsburgh, PA"
1165,Washington County,Wisconsin,33340,"Milwaukee-Waukesha-West Allis, WI"
1166,Washington County,Arkansas,22220,"Fayetteville-Springdale-Rogers, AR-MO"
1167,Washington County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
1168,Washington County,Indiana,31140,"Louisville/Jefferson County, KY-IN"
1169,Washington County,Nebraska,36540,"Omaha-Council Bluffs, NE-IA"
1170,Washington County,Tennessee,27740,"Johnson City, TN"
1171,Washington County,Iowa,26980,"Iowa City, IA"
1172,Washington County,Virginia,28700,"Kingsport-Bristol-Bristol, TN-VA"
1173,Washoe County,Nevada,39900,"Reno, NV"
1174,Washtenaw County,Michigan,11460,"Ann Arbor, MI"
1175,Waukesha County,Wisconsin,33340,"Milwaukee-Waukesha-West Allis, WI"
1176,Wayne County,West Virginia,26580,"Huntington-Ashland, WV-KY-OH"
1177,Wayne County,New York,40380,"Rochester, NY"
1178,Wayne County,Michigan,19820,"Detroit-Warren-Dearborn, MI"
1179,Wayne County,North Carolina,24140,"Goldsboro, NC"
1180,Waynesboro city,Virginia,44420,"Staunton-Waynesboro, VA"
1181,Webb County,Texas,29700,"Laredo, TX"
1182,Weber County,Utah,36260,"Ogden-Clearfield, UT"
1183,Webster County,Missouri,44180,"Springfield, MO"
1184,Webster Parish,Louisiana,43340,"Shreveport-Bossier City, LA"
1185,Weld County,Colorado,24540,"Greeley, CO"
1186,Wells County,Indiana,23060,"Fort Wayne, IN"
1187,West Baton Rouge Parish,Louisiana,12940,"Baton Rouge, LA"
1188,West Feliciana Parish,Louisiana,12940,"Baton Rouge, LA"
1189,Westchester County,New York,35620,"New York-Newark-Jersey City, NY-NJ-PA"
1190,Westmoreland County,Pennsylvania,38300,"Pittsburgh, PA"
1191,Whatcom County,Washington,13380,"Bellingham, WA"
1192,Whitfield County,Georgia,19140,"Dalton, GA"
1193,Whitley County,Indiana,23060,"Fort Wayne, IN"
1194,Wichita County,Texas,48660,"Wichita Falls, TX"
1195,Wicomico County,Maryland,41540,"Salisbury, MD-DE"
1196,Will County,Illinois,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
1197,Williamsburg city,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
1198,Williamson County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1199,Williamson County,Illinois,16060,"Carbondale-Marion, IL"
1200,Williamson County,Texas,12420,"Austin-Round Rock, TX"
1201,Wilson County,Tennessee,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
1202,Wilson County,Texas,41700,"San Antonio-New Braunfels, TX"
1203,Winchester city,Virginia,49020,"Winchester, VA-WV"
1204,Windham County,Connecticut,49340,"Worcester, MA-CT"
1205,Winnebago County,Wisconsin,36780,"Oshkosh-Neenah, WI"
1206,Winnebago County,Illinois,40420,"Rockford, IL"
1207,Wirt County,West Virginia,37620,"Parkersburg-Vienna, WV"
1208,Wise County,Texas,19100,"Dallas-Fort Worth-Arlington, TX"
1209,Wood County,West Virginia,37620,"Parkersburg-Vienna, WV"
1210,Wood County,Ohio,45780,"Toledo, OH"
1211,Woodbury County,Iowa,43580,"Sioux City, IA-NE-SD"
1212,Woodford County,Illinois,37900,"Peoria, IL"
1213,Woodford County,Kentucky,30460,"Lexington-Fayette, KY"
1214,Worcester County,Massachusetts,49340,"Worcester, MA-CT"
1215,Worcester County,Maryland,41540,"Salisbury, MD-DE"
1216,Worth County,Georgia,10500,"Albany, GA"
1217,Wright County,Minnesota,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
1218,Wyandotte County,Kansas,28140,"Kansas City, MO-KS"
1219,Wyoming County,Pennsylvania,42540,"Scranton--Wilkes-Barre--Hazleton, PA"
1220,Yabucoa Municipio,Puerto Rico,41980,"San Juan-Carolina-Caguas, PR"
1221,Yadkin County,North Carolina,49180,"Winston-Salem, NC"
1222,Yakima County,Washington,49420,"Yakima, WA"
1223,Yamhill County,Oregon,38900,"Portland-Vancouver-Hillsboro, OR-WA"
1224,Yates County,New York,40380,"Rochester, NY"
1225,Yauco Municipio,Puerto Rico,38660,"Ponce, PR"
1226,Yavapai County,Arizona,39140,"Prescott, AZ"
1227,Yazoo County,Mississippi,27140,"Jackson, MS"
1228,Yellowstone County,Montana,13740,"Billings, MT"
1229,Yolo County,California,40900,"Sacramento--Roseville--Arden-Arcade, CA"
1230,York County,Maine,38860,"Portland-South Portland, ME"
1231,York County,South Carolina,16740,"Charlotte-Concord-Gastonia, NC-SC"
1232,York County,Pennsylvania,49620,"York-Hanover, PA"
1233,York County,Virginia,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
1234,Yuba County,California,49700,"Yuba City, CA"
1235,Yuma County,Arizona,49740,"Yuma, AZ"
